town,county,office,district,party,candidate,winner,votes
Greenland,Rockingham,Governor,,,Scatter,False,1
Greenville,Hillsborough,Governor,,,Scatter,False,2
Groton,Grafton,Governor,,,Scatter,False,0
Hadley's Purchase,Coos,Governor,,,Scatter,False,0
Hale's Location,Carroll,Governor,,,Scatter,False,0
Hampstead,Rockingham,Governor,,,Scatter,False,6
Hampton,Rockingham,Governor,,,Scatter,False,11
Hampton Falls,Rockingham,Governor,,,Scatter,False,0
Hancock,Hillsborough,Governor,,,Scatter,False,1
Hanover,Grafton,Governor,,,Scatter,False,8
Harrisville,Cheshire,Governor,,,Scatter,False,0
Hart's Location,Carroll,Governor,,,Scatter,False,0
Haverhill,Grafton,Governor,,,Scatter,False,0
Hebron,Grafton,Governor,,,Scatter,False,0
Henniker,Merrimack,Governor,,,Scatter,False,2
Hill,Merrimack,Governor,,,Scatter,False,0
Hillsborough,Hillsborough,Governor,,,Scatter,False,4
Hinsdale,Cheshire,Governor,,,Scatter,False,0
Holderness,Grafton,Governor,,,Scatter,False,1
Hollis,Hillsborough,Governor,,,Scatter,False,7
Hooksett,Merrimack,Governor,,,Scatter,False,5
Hopkinton,Merrimack,Governor,,,Scatter,False,4
Hudson,Hillsborough,Governor,,,Scatter,False,9
Jackson,Carroll,Governor,,,Scatter,False,0
Jaffrey,Cheshire,Governor,,,Scatter,False,4
Jefferson,Coos,Governor,,,Scatter,False,1
Keene,Cheshire,Governor,,,Scatter,False,17
Kensington,Rockingham,Governor,,,Scatter,False,0
Kilkenny,Coos,Governor,,,Scatter,False,0
Kingston,Rockingham,Governor,,,Scatter,False,3
Laconia,Belknap,Governor,,,Scatter,False,6
Lancaster,Coos,Governor,,,Scatter,False,7
Landaff,Grafton,Governor,,,Scatter,False,0
Langdon,Sullivan,Governor,,,Scatter,False,4
Lebanon,Grafton,Governor,,,Scatter,False,3
Lee,Strafford,Governor,,,Scatter,False,0
Lempster,Sullivan,Governor,,,Scatter,False,0
Lincoln,Grafton,Governor,,,Scatter,False,2
Lisbon,Grafton,Governor,,,Scatter,False,0
Litchfield,Hillsborough,Governor,,,Scatter,False,6
Littleton,Grafton,Governor,,,Scatter,False,1
Livermore,Grafton,Governor,,,Scatter,False,0
Londonderry,Rockingham,Governor,,,Scatter,False,21
Loudon,Merrimack,Governor,,,Scatter,False,3
Low & Burbank's Grant,Coos,Governor,,,Scatter,False,0
Lyman,Grafton,Governor,,,Scatter,False,1
Lyme,Grafton,Governor,,,Scatter,False,0
Lyndeborough,Hillsborough,Governor,,,Scatter,False,0
Madbury,Strafford,Governor,,,Scatter,False,1
Madison,Carroll,Governor,,,Scatter,False,1
Manchester,Hillsborough,Governor,,,Scatter,False,72
Marlborough,Cheshire,Governor,,,Scatter,False,3
Marlow,Cheshire,Governor,,,Scatter,False,2
Martin's Location,Coos,Governor,,,Scatter,False,0
Mason,Hillsborough,Governor,,,Scatter,False,1
Meredith,Belknap,Governor,,,Scatter,False,2
Merrimack,Hillsborough,Governor,,,Scatter,False,0
Middleton,Strafford,Governor,,,Scatter,False,0
Milan,Coos,Governor,,,Scatter,False,0
Milford,Hillsborough,Governor,,,Scatter,False,5
Millsfield,Coos,Governor,,,Scatter,False,0
Milton,Strafford,Governor,,,Scatter,False,1
Monroe,Grafton,Governor,,,Scatter,False,0
Mont Vernon,Hillsborough,Governor,,,Scatter,False,0
Moultonborough,Carroll,Governor,,,Scatter,False,0
Nashua,Hillsborough,Governor,,,Scatter,False,36
Nelson,Cheshire,Governor,,,Scatter,False,0
New Boston,Hillsborough,Governor,,,Scatter,False,5
New Castle,Rockingham,Governor,,,Scatter,False,1
New Durham,Strafford,Governor,,,Scatter,False,1
New Hampton,Belknap,Governor,,,Scatter,False,1
New Ipswich,Hillsborough,Governor,,,Scatter,False,8
New London,Merrimack,Governor,,,Scatter,False,4
Newbury,Merrimack,Governor,,,Scatter,False,1
Newfields,Rockingham,Governor,,,Scatter,False,0
Newington,Rockingham,Governor,,,Scatter,False,1
Newmarket,Rockingham,Governor,,,Scatter,False,4
Newport,Sullivan,Governor,,,Scatter,False,1
Newton,Rockingham,Governor,,,Scatter,False,2
North Hampton,Rockingham,Governor,,,Scatter,False,7
Northfield,Merrimack,Governor,,,Scatter,False,2
Northumberland,Coos,Governor,,,Scatter,False,2
Northwood,Rockingham,Governor,,,Scatter,False,3
Nottingham,Rockingham,Governor,,,Scatter,False,2
Odell,Coos,Governor,,,Scatter,False,0
Orange,Grafton,Governor,,,Scatter,False,0
Orford,Grafton,Governor,,,Scatter,False,0
Ossipee,Carroll,Governor,,,Scatter,False,2
Pelham,Hillsborough,Governor,,,Scatter,False,6
Pembroke,Merrimack,Governor,,,Scatter,False,0
Peterborough,Hillsborough,Governor,,,Scatter,False,0
Piermont,Grafton,Governor,,,Scatter,False,1
Pinkham's Grant,Coos,Governor,,,Scatter,False,0
Pittsburg,Coos,Governor,,,Scatter,False,0
Pittsfield,Merrimack,Governor,,,Scatter,False,0
Plainfield,Sullivan,Governor,,,Scatter,False,0
Plaistow,Rockingham,Governor,,,Scatter,False,2
Plymouth,Grafton,Governor,,,Scatter,False,12
Portsmouth,Rockingham,Governor,,,Scatter,False,15
Randolph,Coos,Governor,,,Scatter,False,0
Raymond,Rockingham,Governor,,,Scatter,False,6
Richmond,Cheshire,Governor,,,Scatter,False,1
Rindge,Cheshire,Governor,,,Scatter,False,2
Rochester,Strafford,Governor,,,Scatter,False,14
Rollinsford,Strafford,Governor,,,Scatter,False,1
Roxbury,Cheshire,Governor,,,Scatter,False,0
Rumney,Grafton,Governor,,,Scatter,False,2
Rye,Rockingham,Governor,,,Scatter,False,3
Salem,Rockingham,Governor,,,Scatter,False,18
Salisbury,Merrimack,Governor,,,Scatter,False,1
Sanbornton,Belknap,Governor,,,Scatter,False,1
Sandown,Rockingham,Governor,,,Scatter,False,0
Sandwich,Carroll,Governor,,,Scatter,False,0
Sargent's Purchase,Coos,Governor,,,Scatter,False,0
Seabrook,Rockingham,Governor,,,Scatter,False,5
Second College Grant,Coos,Governor,,,Scatter,False,0
Sharon,Hillsborough,Governor,,,Scatter,False,0
Shelburne,Coos,Governor,,,Scatter,False,0
Somersworth,Strafford,Governor,,,Scatter,False,6
South Hampton,Rockingham,Governor,,,Scatter,False,0
Springfield,Sullivan,Governor,,,Scatter,False,2
Stark,Coos,Governor,,,Scatter,False,0
Stewartstown,Coos,Governor,,,Scatter,False,0
Stoddard,Cheshire,Governor,,,Scatter,False,0
Strafford,Strafford,Governor,,,Scatter,False,3
Stratford,Coos,Governor,,,Scatter,False,0
Stratham,Rockingham,Governor,,,Scatter,False,2
Success,Coos,Governor,,,Scatter,False,0
Sugar Hill,Grafton,Governor,,,Scatter,False,0
Sullivan,Cheshire,Governor,,,Scatter,False,0
Sunapee,Sullivan,Governor,,,Scatter,False,1
Surry,Cheshire,Governor,,,Scatter,False,0
Sutton,Merrimack,Governor,,,Scatter,False,2
Swanzey,Cheshire,Governor,,,Scatter,False,4
Tamworth,Carroll,Governor,,,Scatter,False,1
Temple,Hillsborough,Governor,,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,Governor,,,Scatter,False,0
Thornton,Grafton,Governor,,,Scatter,False,0
Tilton,Belknap,Governor,,,Scatter,False,2
Troy,Cheshire,Governor,,,Scatter,False,3
Tuftonboro,Carroll,Governor,,,Scatter,False,1
Unity,Sullivan,Governor,,,Scatter,False,0
Wakefield,Carroll,Governor,,,Scatter,False,3
Walpole,Cheshire,Governor,,,Scatter,False,3
Warner,Merrimack,Governor,,,Scatter,False,3
Warren,Grafton,Governor,,,Scatter,False,0
Washington,Sullivan,Governor,,,Scatter,False,0
Waterville Valley,Grafton,Governor,,,Scatter,False,0
Weare,Hillsborough,Governor,,,Scatter,False,5
Webster,Merrimack,Governor,,,Scatter,False,4
Wentworth,Grafton,Governor,,,Scatter,False,1
Wentworth's Location,Coos,Governor,,,Scatter,False,0
Westmoreland,Cheshire,Governor,,,Scatter,False,1
Whitefield,Coos,Governor,,,Scatter,False,4
Wilmot,Merrimack,Governor,,,Scatter,False,0
Wilton,Hillsborough,Governor,,,Scatter,False,0
Winchester,Cheshire,Governor,,,Scatter,False,0
Windham,Rockingham,Governor,,,Scatter,False,4
Windsor,Hillsborough,Governor,,,Scatter,False,0
Wolfeboro,Carroll,Governor,,,Scatter,False,1
Woodstock,Grafton,Governor,,,Scatter,False,0
