county,town,office,party,candidate,votes
,Totals,Congressional District 1,,John Potucek,163
,Corrections submitted by clerk,Congressional District 1,R,Frank Guinta,
,Corrections submitted by clerk,Congressional District 1,D,Carol Shea-Porter,
,Corrections submitted by clerk,Congressional District 1,IND,Brendan Kelly,
,Corrections submitted by clerk,Congressional District 1,LIB,Robert Lombardo,
,Corrections submitted by clerk,Congressional District 1,IND,Shawn P. O'Connor,
,Corrections submitted by clerk,Congressional District 1,,Scatter,
,Corrections submitted by clerk,Congressional District 1,,Ashooh,
,Corrections submitted by clerk,Congressional District 1,,John Potucek,
,Acworth,Congressional District 2,R,Jim Lawrence,225
,Acworth,Congressional District 2,D,Ann McLane Kuster,286
,Acworth,Congressional District 2,IND,John J. Babiarz,36
,Acworth,Congressional District 2,,Scatter,
,Alexandria,Congressional District 2,R,Jim Lawrence,487
,Alexandria,Congressional District 2,D,Ann McLane Kuster,371
,Alexandria,Congressional District 2,IND,John J. Babiarz,53
,Alexandria,Congressional District 2,,Scatter,1
,Allenstown,Congressional District 2,R,Jim Lawrence,1015
,Allenstown,Congressional District 2,D,Ann McLane Kuster,962
,Allenstown,Congressional District 2,IND,John J. Babiarz,148
,Allenstown,Congressional District 2,,Scatter,
,Alstead,Congressional District 2,R,Jim Lawrence,415
,Alstead,Congressional District 2,D,Ann McLane Kuster,561
,Alstead,Congressional District 2,IND,John J. Babiarz,38
,Alstead,Congressional District 2,,Scatter,1
,Amherst,Congressional District 2,R,Jim Lawrence,3649
,Amherst,Congressional District 2,D,Ann McLane Kuster,3387
,Amherst,Congressional District 2,IND,John J. Babiarz,286
,Amherst,Congressional District 2,,Scatter,
,Andover,Congressional District 2,R,Jim Lawrence,592
,Andover,Congressional District 2,D,Ann McLane Kuster,717
,Andover,Congressional District 2,IND,John J. Babiarz,72
,Andover,Congressional District 2,,Scatter,
,Antrim,Congressional District 2,R,Jim Lawrence,678
,Antrim,Congressional District 2,D,Ann McLane Kuster,685
,Antrim,Congressional District 2,IND,John J. Babiarz,111
,Antrim,Congressional District 2,,Scatter,1
,Ashland,Congressional District 2,R,Jim Lawrence,491
,Ashland,Congressional District 2,D,Ann McLane Kuster,524
,Ashland,Congressional District 2,IND,John J. Babiarz,58
,Ashland,Congressional District 2,,Scatter,1
,Atkinson,Congressional District 2,R,Jim Lawrence,2442
,Atkinson,Congressional District 2,D,Ann McLane Kuster,1647
,Atkinson,Congressional District 2,IND,John J. Babiarz,184
,Atkinson,Congressional District 2,,Scatter,1
,At. & Gil Ac. Gt,Congressional District 2,R,Jim Lawrence,--
,At. & Gil Ac. Gt,Congressional District 2,D,Ann McLane Kuster,--
,At. & Gil Ac. Gt,Congressional District 2,IND,John J. Babiarz,
,At. & Gil Ac. Gt,Congressional District 2,,Scatter,--
,Bath,Congressional District 2,R,Jim Lawrence,273
,Bath,Congressional District 2,D,Ann McLane Kuster,233
,Bath,Congressional District 2,IND,John J. Babiarz,29
,Bath,Congressional District 2,,Scatter,
,Bean's Grant,Congressional District 2,R,Jim Lawrence,--
,Bean's Grant,Congressional District 2,D,Ann McLane Kuster,--
,Bean's Grant,Congressional District 2,IND,John J. Babiarz,
,Bean's Grant,Congressional District 2,,Scatter,--
,Bean's Purchase,Congressional District 2,R,Jim Lawrence,--
,Bean's Purchase,Congressional District 2,D,Ann McLane Kuster,--
,Bean's Purchase,Congressional District 2,IND,John J. Babiarz,
,Bean's Purchase,Congressional District 2,,Scatter,--
,Bennington,Congressional District 2,R,Jim Lawrence,370
,Bennington,Congressional District 2,D,Ann McLane Kuster,336
,Bennington,Congressional District 2,IND,John J. Babiarz,77
,Bennington,Congressional District 2,,Scatter,1
,Benton,Congressional District 2,R,Jim Lawrence,92
,Benton,Congressional District 2,D,Ann McLane Kuster,83
,Benton,Congressional District 2,IND,John J. Babiarz,5
,Benton,Congressional District 2,,Scatter,
,Berlin,Congressional District 2,R,Jim Lawrence,1389
,Berlin,Congressional District 2,D,Ann McLane Kuster,2261
,Berlin,Congressional District 2,IND,John J. Babiarz,177
,Berlin,Congressional District 2,,Scatter,4
,Bethlehem,Congressional District 2,R,Jim Lawrence,543
,Bethlehem,Congressional District 2,D,Ann McLane Kuster,783
,Bethlehem,Congressional District 2,IND,John J. Babiarz,83
,Bethlehem,Congressional District 2,,Scatter,2
,Boscawen,Congressional District 2,R,Jim Lawrence,839
,Boscawen,Congressional District 2,D,Ann McLane Kuster,836
,Boscawen,Congressional District 2,IND,John J. Babiarz,85
,Boscawen,Congressional District 2,,Scatter,1
,Bow,Congressional District 2,R,Jim Lawrence,2252
,Bow,Congressional District 2,D,Ann McLane Kuster,2461
,Bow,Congressional District 2,IND,John J. Babiarz,208
,Bow,Congressional District 2,,Scatter,
,Bradford,Congressional District 2,R,Jim Lawrence,484
,Bradford,Congressional District 2,D,Ann McLane Kuster,444
,Bradford,Congressional District 2,IND,John J. Babiarz,44
,Bradford,Congressional District 2,,Scatter,
,Bridgewater,Congressional District 2,R,Jim Lawrence,383
,Bridgewater,Congressional District 2,D,Ann McLane Kuster,272
,Bridgewater,Congressional District 2,IND,John J. Babiarz,23
,Bridgewater,Congressional District 2,,Scatter,
,Bristol,Congressional District 2,R,Jim Lawrence,822
,Bristol,Congressional District 2,D,Ann McLane Kuster,670
,Bristol,Congressional District 2,IND,John J. Babiarz,109
,Bristol,Congressional District 2,,Scatter,1
,Brookline,Congressional District 2,R,Jim Lawrence,1656
,Brookline,Congressional District 2,D,Ann McLane Kuster,1303
,Brookline,Congressional District 2,IND,John J. Babiarz,106
,Brookline,Congressional District 2,,Scatter,2
,Cambridge,Congressional District 2,R,Jim Lawrence,1
,Cambridge,Congressional District 2,D,Ann McLane Kuster,1
,Cambridge,Congressional District 2,IND,John J. Babiarz,0
,Cambridge,Congressional District 2,,Scatter,
,Canaan,Congressional District 2,R,Jim Lawrence,784
,Canaan,Congressional District 2,D,Ann McLane Kuster,987
,Canaan,Congressional District 2,IND,John J. Babiarz,97
,Canaan,Congressional District 2,,Scatter,
,Canterbury,Congressional District 2,R,Jim Lawrence,661
,Canterbury,Congressional District 2,D,Ann McLane Kuster,832
,Canterbury,Congressional District 2,IND,John J. Babiarz,54
,Canterbury,Congressional District 2,,Scatter,
,Carroll,Congressional District 2,R,Jim Lawrence,234
,Carroll,Congressional District 2,D,Ann McLane Kuster,223
,Carroll,Congressional District 2,IND,John J. Babiarz,19
,Carroll,Congressional District 2,,Scatter,
,Center Harbor,Congressional District 2,R,Jim Lawrence,353
,Center Harbor,Congressional District 2,D,Ann McLane Kuster,326
,Center Harbor,Congressional District 2,IND,John J. Babiarz,20
,Center Harbor,Congressional District 2,,Scatter,3
,Chandler's Purchase,Congressional District 2,R,Jim Lawrence,--
,Chandler's Purchase,Congressional District 2,D,Ann McLane Kuster,--
,Chandler's Purchase,Congressional District 2,IND,John J. Babiarz,
,Chandler's Purchase,Congressional District 2,,Scatter,--
,Charlestown,Congressional District 2,R,Jim Lawrence,1042
,Charlestown,Congressional District 2,D,Ann McLane Kuster,1150
,Charlestown,Congressional District 2,IND,John J. Babiarz,108
,Charlestown,Congressional District 2,,Scatter,
,Chesterfield,Congressional District 2,R,Jim Lawrence,910
,Chesterfield,Congressional District 2,D,Ann McLane Kuster,1147
,Chesterfield,Congressional District 2,IND,John J. Babiarz,70
,Chesterfield,Congressional District 2,,Scatter,1
,Chichester,Congressional District 2,R,Jim Lawrence,803
,Chichester,Congressional District 2,D,Ann McLane Kuster,658
,Chichester,Congressional District 2,IND,John J. Babiarz,82
,Chichester,Congressional District 2,,Scatter,1
,Claremont - Ward 1,Congressional District 2,R,Jim Lawrence,630
,Claremont - Ward 1,Congressional District 2,D,Ann McLane Kuster,725
,Claremont - Ward 1,Congressional District 2,IND,John J. Babiarz,121
,Claremont - Ward 1,Congressional District 2,,Scatter,
,Claremont - Ward 2,Congressional District 2,R,Jim Lawrence,939
,Claremont - Ward 2,Congressional District 2,D,Ann McLane Kuster,1062
,Claremont - Ward 2,Congressional District 2,IND,John J. Babiarz,107
,Claremont - Ward 2,Congressional District 2,,Scatter,1
,Claremont - Ward 3,Congressional District 2,R,Jim Lawrence,778
,Claremont - Ward 3,Congressional District 2,D,Ann McLane Kuster,925
,Claremont - Ward 3,Congressional District 2,IND,John J. Babiarz,83
,Claremont - Ward 3,Congressional District 2,,Scatter,1
,Clarksville,Congressional District 2,R,Jim Lawrence,89
,Clarksville,Congressional District 2,D,Ann McLane Kuster,73
,Clarksville,Congressional District 2,IND,John J. Babiarz,3
,Clarksville,Congressional District 2,,Scatter,
,Colebrook,Congressional District 2,R,Jim Lawrence,559
,Colebrook,Congressional District 2,D,Ann McLane Kuster,395
,Colebrook,Congressional District 2,IND,John J. Babiarz,35
,Colebrook,Congressional District 2,,Scatter,2
,Columbia,Congressional District 2,R,Jim Lawrence,194
,Columbia,Congressional District 2,D,Ann McLane Kuster,124
,Columbia,Congressional District 2,IND,John J. Babiarz,14
,Columbia,Congressional District 2,,Scatter,1
,Concord - Ward 1,Congressional District 2,R,Jim Lawrence,904
,Concord - Ward 1,Congressional District 2,D,Ann McLane Kuster,1311
,Concord - Ward 1,Congressional District 2,IND,John J. Babiarz,116
,Concord - Ward 1,Congressional District 2,,Scatter,
,Concord - Ward 2,Congressional District 2,R,Jim Lawrence,819
,Concord - Ward 2,Congressional District 2,D,Ann McLane Kuster,1149
,Concord - Ward 2,Congressional District 2,IND,John J. Babiarz,107
,Concord - Ward 2,Congressional District 2,,Scatter,1
,Concord - Ward 3,Congressional District 2,R,Jim Lawrence,525
,Concord - Ward 3,Congressional District 2,D,Ann McLane Kuster,931
,Concord - Ward 3,Congressional District 2,IND,John J. Babiarz,78
,Concord - Ward 3,Congressional District 2,,Scatter,
,Concord - Ward 4,Congressional District 2,R,Jim Lawrence,599
,Concord - Ward 4,Congressional District 2,D,Ann McLane Kuster,1297
,Concord - Ward 4,Congressional District 2,IND,John J. Babiarz,104
,Concord - Ward 4,Congressional District 2,,Scatter,3
,Concord - Ward 5,Congressional District 2,R,Jim Lawrence,766
,Concord - Ward 5,Congressional District 2,D,Ann McLane Kuster,1706
,Concord - Ward 5,Congressional District 2,IND,John J. Babiarz,68
,Concord - Ward 5,Congressional District 2,,Scatter,3
,Concord - Ward 6,Congressional District 2,R,Jim Lawrence,577
,Concord - Ward 6,Congressional District 2,D,Ann McLane Kuster,1136
,Concord - Ward 6,Congressional District 2,IND,John J. Babiarz,117
,Concord - Ward 6,Congressional District 2,,Scatter,2
,Concord - Ward 7,Congressional District 2,R,Jim Lawrence,809
,Concord - Ward 7,Congressional District 2,D,Ann McLane Kuster,1666
,Concord - Ward 7,Congressional District 2,IND,John J. Babiarz,93
,Concord - Ward 7,Congressional District 2,,Scatter,3
,Concord - Ward 8,Congressional District 2,R,Jim Lawrence,768
,Concord - Ward 8,Congressional District 2,D,Ann McLane Kuster,1122
,Concord - Ward 8,Congressional District 2,IND,John J. Babiarz,80
,Concord - Ward 8,Congressional District 2,,Scatter,
,Concord - Ward 9,Congressional District 2,R,Jim Lawrence,647
,Concord - Ward 9,Congressional District 2,D,Ann McLane Kuster,1165
,Concord - Ward 9,Congressional District 2,IND,John J. Babiarz,66
,Concord - Ward 9,Congressional District 2,,Scatter,1
,Concord - Ward 10,Congressional District 2,R,Jim Lawrence,1156
,Concord - Ward 10,Congressional District 2,D,Ann McLane Kuster,1570
,Concord - Ward 10,Congressional District 2,IND,John J. Babiarz,77
,Concord - Ward 10,Congressional District 2,,Scatter,2
,Cornish,Congressional District 2,R,Jim Lawrence,410
,Cornish,Congressional District 2,D,Ann McLane Kuster,573
,Cornish,Congressional District 2,IND,John J. Babiarz,45
,Cornish,Congressional District 2,,Scatter,
,Crawford's Purchase,Congressional District 2,R,Jim Lawrence,--
,Crawford's Purchase,Congressional District 2,D,Ann McLane Kuster,--
,Crawford's Purchase,Congressional District 2,IND,John J. Babiarz,
,Crawford's Purchase,Congressional District 2,,Scatter,--
,Croydon,Congressional District 2,R,Jim Lawrence,246
,Croydon,Congressional District 2,D,Ann McLane Kuster,139
,Croydon,Congressional District 2,IND,John J. Babiarz,19
,Croydon,Congressional District 2,,Scatter,
,Cutt's Grant,Congressional District 2,R,Jim Lawrence,--
,Cutt's Grant,Congressional District 2,D,Ann McLane Kuster,--
,Cutt's Grant,Congressional District 2,IND,John J. Babiarz,
,Cutt's Grant,Congressional District 2,,Scatter,--
,Dalton,Congressional District 2,R,Jim Lawrence,252
,Dalton,Congressional District 2,D,Ann McLane Kuster,213
,Dalton,Congressional District 2,IND,John J. Babiarz,22
,Dalton,Congressional District 2,,Scatter,2
,Danbury,Congressional District 2,R,Jim Lawrence,328
,Danbury,Congressional District 2,D,Ann McLane Kuster,281
,Danbury,Congressional District 2,IND,John J. Babiarz,53
,Danbury,Congressional District 2,,Scatter,1
,Deerfield,Congressional District 2,R,Jim Lawrence,1529
,Deerfield,Congressional District 2,D,Ann McLane Kuster,1084
,Deerfield,Congressional District 2,IND,John J. Babiarz,161
,Deerfield,Congressional District 2,,Scatter,3
,Deering,Congressional District 2,R,Jim Lawrence,565
,Deering,Congressional District 2,D,Ann McLane Kuster,395
,Deering,Congressional District 2,IND,John J. Babiarz,66
,Deering,Congressional District 2,,Scatter,2
,Dix's Grant,Congressional District 2,R,Jim Lawrence,--
,Dix's Grant,Congressional District 2,D,Ann McLane Kuster,--
,Dix's Grant,Congressional District 2,IND,John J. Babiarz,
,Dix's Grant,Congressional District 2,,Scatter,--
,Dixville,Congressional District 2,R,Jim Lawrence,4
,Dixville,Congressional District 2,D,Ann McLane Kuster,4
,Dixville,Congressional District 2,IND,John J. Babiarz,0
,Dixville,Congressional District 2,,Scatter,
,Dorchester,Congressional District 2,R,Jim Lawrence,115
,Dorchester,Congressional District 2,D,Ann McLane Kuster,71
,Dorchester,Congressional District 2,IND,John J. Babiarz,21
,Dorchester,Congressional District 2,,Scatter,
,Dublin,Congressional District 2,R,Jim Lawrence,406
,Dublin,Congressional District 2,D,Ann McLane Kuster,585
,Dublin,Congressional District 2,IND,John J. Babiarz,29
,Dublin,Congressional District 2,,Scatter,1
,Dummer,Congressional District 2,R,Jim Lawrence,86
,Dummer,Congressional District 2,D,Ann McLane Kuster,82
,Dummer,Congressional District 2,IND,John J. Babiarz,0
,Dummer,Congressional District 2,,Scatter,
,Dunbarton,Congressional District 2,R,Jim Lawrence,1025
,Dunbarton,Congressional District 2,D,Ann McLane Kuster,669
,Dunbarton,Congressional District 2,IND,John J. Babiarz,84
,Dunbarton,Congressional District 2,,Scatter,1
,Easton,Congressional District 2,R,Jim Lawrence,65
,Easton,Congressional District 2,D,Ann McLane Kuster,121
,Easton,Congressional District 2,IND,John J. Babiarz,9
,Easton,Congressional District 2,,Scatter,
,Ellsworth,Congressional District 2,R,Jim Lawrence,22
,Ellsworth,Congressional District 2,D,Ann McLane Kuster,26
,Ellsworth,Congressional District 2,IND,John J. Babiarz,6
,Ellsworth,Congressional District 2,,Scatter,
,Enfield,Congressional District 2,R,Jim Lawrence,893
,Enfield,Congressional District 2,D,Ann McLane Kuster,1458
,Enfield,Congressional District 2,IND,John J. Babiarz,144
,Enfield,Congressional District 2,,Scatter,
,Epsom,Congressional District 2,R,Jim Lawrence,1395
,Epsom,Congressional District 2,D,Ann McLane Kuster,1026
,Epsom,Congressional District 2,IND,John J. Babiarz,133
,Epsom,Congressional District 2,,Scatter,1
,Errol,Congressional District 2,R,Jim Lawrence,109
,Errol,Congressional District 2,D,Ann McLane Kuster,62
,Errol,Congressional District 2,IND,John J. Babiarz,8
,Errol,Congressional District 2,,Scatter,
,Erving's Location,Congressional District 2,R,Jim Lawrence,--
,Erving's Location,Congressional District 2,D,Ann McLane Kuster,--
,Erving's Location,Congressional District 2,IND,John J. Babiarz,
,Erving's Location,Congressional District 2,,Scatter,--
,Fitzwilliam,Congressional District 2,R,Jim Lawrence,565
,Fitzwilliam,Congressional District 2,D,Ann McLane Kuster,576
,Fitzwilliam,Congressional District 2,IND,John J. Babiarz,78
,Fitzwilliam,Congressional District 2,,Scatter,
,Francestown,Congressional District 2,R,Jim Lawrence,493
,Francestown,Congressional District 2,D,Ann McLane Kuster,487
,Francestown,Congressional District 2,IND,John J. Babiarz,32
,Francestown,Congressional District 2,,Scatter,2
,Franconia,Congressional District 2,R,Jim Lawrence,246
,Franconia,Congressional District 2,D,Ann McLane Kuster,453
,Franconia,Congressional District 2,IND,John J. Babiarz,14
,Franconia,Congressional District 2,,Scatter,
,Franklin - Ward 1,Congressional District 2,R,Jim Lawrence,682
,Franklin - Ward 1,Congressional District 2,D,Ann McLane Kuster,555
,Franklin - Ward 1,Congressional District 2,IND,John J. Babiarz,78
,Franklin - Ward 1,Congressional District 2,,Scatter,1
,Franklin - Ward 2,Congressional District 2,R,Jim Lawrence,463
,Franklin - Ward 2,Congressional District 2,D,Ann McLane Kuster,431
,Franklin - Ward 2,Congressional District 2,IND,John J. Babiarz,77
,Franklin - Ward 2,Congressional District 2,,Scatter,
,Franklin - Ward 3,Congressional District 2,R,Jim Lawrence,666
,Franklin - Ward 3,Congressional District 2,D,Ann McLane Kuster,668
,Franklin - Ward 3,Congressional District 2,IND,John J. Babiarz,84
,Franklin - Ward 3,Congressional District 2,,Scatter,1
,Gilsum,Congressional District 2,R,Jim Lawrence,202
,Gilsum,Congressional District 2,D,Ann McLane Kuster,220
,Gilsum,Congressional District 2,IND,John J. Babiarz,16
,Gilsum,Congressional District 2,,Scatter,
,Gorham,Congressional District 2,R,Jim Lawrence,578
,Gorham,Congressional District 2,D,Ann McLane Kuster,845
,Gorham,Congressional District 2,IND,John J. Babiarz,58
,Gorham,Congressional District 2,,Scatter,
,Goshen,Congressional District 2,R,Jim Lawrence,218
,Goshen,Congressional District 2,D,Ann McLane Kuster,177
,Goshen,Congressional District 2,IND,John J. Babiarz,26
,Goshen,Congressional District 2,,Scatter,
,Grafton,Congressional District 2,R,Jim Lawrence,317
,Grafton,Congressional District 2,D,Ann McLane Kuster,269
,Grafton,Congressional District 2,IND,John J. Babiarz,108
,Grafton,Congressional District 2,,Scatter,
,Grantham,Congressional District 2,R,Jim Lawrence,779
,Grantham,Congressional District 2,D,Ann McLane Kuster,1215
,Grantham,Congressional District 2,IND,John J. Babiarz,57
,Grantham,Congressional District 2,,Scatter,
,Greenfield,Congressional District 2,R,Jim Lawrence,410
,Greenfield,Congressional District 2,D,Ann McLane Kuster,445
,Greenfield,Congressional District 2,IND,John J. Babiarz,47
,Greenfield,Congressional District 2,,Scatter,1
,Green's Grant,Congressional District 2,R,Jim Lawrence,0
,Green's Grant,Congressional District 2,D,Ann McLane Kuster,1
,Green's Grant,Congressional District 2,IND,John J. Babiarz,0
,Green's Grant,Congressional District 2,,Scatter,
,Greenville,Congressional District 2,R,Jim Lawrence,444
,Greenville,Congressional District 2,D,Ann McLane Kuster,436
,Greenville,Congressional District 2,IND,John J. Babiarz,59
,Greenville,Congressional District 2,,Scatter,1
,Groton,Congressional District 2,R,Jim Lawrence,175
,Groton,Congressional District 2,D,Ann McLane Kuster,118
,Groton,Congressional District 2,IND,John J. Babiarz,20
,Groton,Congressional District 2,,Scatter,
,Hadley's Purchase,Congressional District 2,R,Jim Lawrence,--
,Hadley's Purchase,Congressional District 2,D,Ann McLane Kuster,--
,Hadley's Purchase,Congressional District 2,IND,John J. Babiarz,
,Hadley's Purchase,Congressional District 2,,Scatter,--
,Hancock,Congressional District 2,R,Jim Lawrence,456
,Hancock,Congressional District 2,D,Ann McLane Kuster,712
,Hancock,Congressional District 2,IND,John J. Babiarz,34
,Hancock,Congressional District 2,,Scatter,2
,Hanover,Congressional District 2,R,Jim Lawrence,1431
,Hanover,Congressional District 2,D,Ann McLane Kuster,5846
,Hanover,Congressional District 2,IND,John J. Babiarz,181
,Hanover,Congressional District 2,,Scatter,3
,Harrisville,Congressional District 2,R,Jim Lawrence,194
,Harrisville,Congressional District 2,D,Ann McLane Kuster,470
,Harrisville,Congressional District 2,IND,John J. Babiarz,18
,Harrisville,Congressional District 2,,Scatter,
,Haverhill,Congressional District 2,R,Jim Lawrence,1014
,Haverhill,Congressional District 2,D,Ann McLane Kuster,861
,Haverhill,Congressional District 2,IND,John J. Babiarz,124
,Haverhill,Congressional District 2,,Scatter,4
,Hebron,Congressional District 2,R,Jim Lawrence,261
,Hebron,Congressional District 2,D,Ann McLane Kuster,159
,Hebron,Congressional District 2,IND,John J. Babiarz,7
,Hebron,Congressional District 2,,Scatter,1
,Henniker,Congressional District 2,R,Jim Lawrence,1083
,Henniker,Congressional District 2,D,Ann McLane Kuster,1357
,Henniker,Congressional District 2,IND,John J. Babiarz,154
,Henniker,Congressional District 2,,Scatter,2
,Hill,Congressional District 2,R,Jim Lawrence,291
,Hill,Congressional District 2,D,Ann McLane Kuster,205
,Hill,Congressional District 2,IND,John J. Babiarz,29
,Hill,Congressional District 2,,Scatter,
,Hillsborough,Congressional District 2,R,Jim Lawrence,1499
,Hillsborough,Congressional District 2,D,Ann McLane Kuster,1244
,Hillsborough,Congressional District 2,IND,John J. Babiarz,157
,Hillsborough,Congressional District 2,,Scatter,
,Hinsdale,Congressional District 2,R,Jim Lawrence,621
,Hinsdale,Congressional District 2,D,Ann McLane Kuster,968
,Hinsdale,Congressional District 2,IND,John J. Babiarz,85
,Hinsdale,Congressional District 2,,Scatter,2
,Holderness,Congressional District 2,R,Jim Lawrence,493
,Holderness,Congressional District 2,D,Ann McLane Kuster,723
,Holderness,Congressional District 2,IND,John J. Babiarz,44
,Holderness,Congressional District 2,,Scatter,
,Hollis,Congressional District 2,R,Jim Lawrence,2577
,Hollis,Congressional District 2,D,Ann McLane Kuster,2310
,Hollis,Congressional District 2,IND,John J. Babiarz,171
,Hollis,Congressional District 2,,Scatter,3
,Hopkinton,Congressional District 2,R,Jim Lawrence,1478
,Hopkinton,Congressional District 2,D,Ann McLane Kuster,2283
,Hopkinton,Congressional District 2,IND,John J. Babiarz,106
,Hopkinton,Congressional District 2,,Scatter,1
,Hudson,Congressional District 2,R,Jim Lawrence,6770
,Hudson,Congressional District 2,D,Ann McLane Kuster,5162
,Hudson,Congressional District 2,IND,John J. Babiarz,674
,Hudson,Congressional District 2,,Scatter,15
,Jaffrey,Congressional District 2,R,Jim Lawrence,1237
,Jaffrey,Congressional District 2,D,Ann McLane Kuster,1328
,Jaffrey,Congressional District 2,IND,John J. Babiarz,176
,Jaffrey,Congressional District 2,,Scatter,3
,Jefferson,Congressional District 2,R,Jim Lawrence,315
,Jefferson,Congressional District 2,D,Ann McLane Kuster,246
,Jefferson,Congressional District 2,IND,John J. Babiarz,23
,Jefferson,Congressional District 2,,Scatter,2
,Keene - Ward 1,Congressional District 2,R,Jim Lawrence,556
,Keene - Ward 1,Congressional District 2,D,Ann McLane Kuster,1344
,Keene - Ward 1,Congressional District 2,IND,John J. Babiarz,161
,Keene - Ward 1,Congressional District 2,,Scatter,3
,Keene - Ward 2,Congressional District 2,R,Jim Lawrence,655
,Keene - Ward 2,Congressional District 2,D,Ann McLane Kuster,1620
,Keene - Ward 2,Congressional District 2,IND,John J. Babiarz,123
,Keene - Ward 2,Congressional District 2,,Scatter,1
,Keene - Ward 3,Congressional District 2,R,Jim Lawrence,699
,Keene - Ward 3,Congressional District 2,D,Ann McLane Kuster,1406
,Keene - Ward 3,Congressional District 2,IND,John J. Babiarz,123
,Keene - Ward 3,Congressional District 2,,Scatter,
,Keene - Ward 4,Congressional District 2,R,Jim Lawrence,724
,Keene - Ward 4,Congressional District 2,D,Ann McLane Kuster,1600
,Keene - Ward 4,Congressional District 2,IND,John J. Babiarz,107
,Keene - Ward 4,Congressional District 2,,Scatter,2
,Keene - Ward 5,Congressional District 2,R,Jim Lawrence,972
,Keene - Ward 5,Congressional District 2,D,Ann McLane Kuster,1769
,Keene - Ward 5,Congressional District 2,IND,John J. Babiarz,101
,Keene - Ward 5,Congressional District 2,,Scatter,2
,Kilkenny,Congressional District 2,R,Jim Lawrence,--
,Kilkenny,Congressional District 2,D,Ann McLane Kuster,--
,Kilkenny,Congressional District 2,IND,John J. Babiarz,
,Kilkenny,Congressional District 2,,Scatter,--
,Lancaster,Congressional District 2,R,Jim Lawrence,765
,Lancaster,Congressional District 2,D,Ann McLane Kuster,741
,Lancaster,Congressional District 2,IND,John J. Babiarz,71
,Lancaster,Congressional District 2,,Scatter,2
,Landaff,Congressional District 2,R,Jim Lawrence,122
,Landaff,Congressional District 2,D,Ann McLane Kuster,110
,Landaff,Congressional District 2,IND,John J. Babiarz,7
,Landaff,Congressional District 2,,Scatter,
,Langdon,Congressional District 2,R,Jim Lawrence,183
,Langdon,Congressional District 2,D,Ann McLane Kuster,189
,Langdon,Congressional District 2,IND,John J. Babiarz,8
,Langdon,Congressional District 2,,Scatter,
,Lebanon - Ward 1,Congressional District 2,R,Jim Lawrence,650
,Lebanon - Ward 1,Congressional District 2,D,Ann McLane Kuster,1610
,Lebanon - Ward 1,Congressional District 2,IND,John J. Babiarz,89
,Lebanon - Ward 1,Congressional District 2,,Scatter,
,Lebanon - Ward 2,Congressional District 2,R,Jim Lawrence,659
,Lebanon - Ward 2,Congressional District 2,D,Ann McLane Kuster,1507
,Lebanon - Ward 2,Congressional District 2,IND,John J. Babiarz,97
,Lebanon - Ward 2,Congressional District 2,,Scatter,1
,Lebanon - Ward 3,Congressional District 2,R,Jim Lawrence,688
,Lebanon - Ward 3,Congressional District 2,D,Ann McLane Kuster,1630
,Lebanon - Ward 3,Congressional District 2,IND,John J. Babiarz,117
,Lebanon - Ward 3,Congressional District 2,,Scatter,2
,Lempster,Congressional District 2,R,Jim Lawrence,376
,Lempster,Congressional District 2,D,Ann McLane Kuster,250
,Lempster,Congressional District 2,IND,John J. Babiarz,21
,Lempster,Congressional District 2,,Scatter,
,Lincoln,Congressional District 2,R,Jim Lawrence,361
,Lincoln,Congressional District 2,D,Ann McLane Kuster,397
,Lincoln,Congressional District 2,IND,John J. Babiarz,58
,Lincoln,Congressional District 2,,Scatter,
,Lisbon,Congressional District 2,R,Jim Lawrence,345
,Lisbon,Congressional District 2,D,Ann McLane Kuster,301
,Lisbon,Congressional District 2,IND,John J. Babiarz,45
,Lisbon,Congressional District 2,,Scatter,1
,Litchfield,Congressional District 2,R,Jim Lawrence,2515
,Litchfield,Congressional District 2,D,Ann McLane Kuster,1928
,Litchfield,Congressional District 2,IND,John J. Babiarz,223
,Litchfield,Congressional District 2,,Scatter,
,Littleton,Congressional District 2,R,Jim Lawrence,1386
,Littleton,Congressional District 2,D,Ann McLane Kuster,1344
,Littleton,Congressional District 2,IND,John J. Babiarz,115
,Littleton,Congressional District 2,,Scatter,2
,Livermore,Congressional District 2,R,Jim Lawrence,--
,Livermore,Congressional District 2,D,Ann McLane Kuster,--
,Livermore,Congressional District 2,IND,John J. Babiarz,
,Livermore,Congressional District 2,,Scatter,--
,Loudon,Congressional District 2,R,Jim Lawrence,1740
,Loudon,Congressional District 2,D,Ann McLane Kuster,1254
,Loudon,Congressional District 2,IND,John J. Babiarz,167
,Loudon,Congressional District 2,,Scatter,1
,Low & Burbank's Grant,Congressional District 2,R,Jim Lawrence,--
,Low & Burbank's Grant,Congressional District 2,D,Ann McLane Kuster,--
,Low & Burbank's Grant,Congressional District 2,IND,John J. Babiarz,
,Low & Burbank's Grant,Congressional District 2,,Scatter,--
,Lyman,Congressional District 2,R,Jim Lawrence,160
,Lyman,Congressional District 2,D,Ann McLane Kuster,147
,Lyman,Congressional District 2,IND,John J. Babiarz,7
,Lyman,Congressional District 2,,Scatter,1
,Lyme,Congressional District 2,R,Jim Lawrence,260
,Lyme,Congressional District 2,D,Ann McLane Kuster,863
,Lyme,Congressional District 2,IND,John J. Babiarz,22
,Lyme,Congressional District 2,,Scatter,
